id,tweet_id,content,concerns
2574,1428791341987860487t,Israel has among the world’s highest levels of vaccination with 78% of people above 12-years of age vaccinated with the Pfizer vaccine. Yet the country is logging one of the world’s highest infection rates. Vaccines are not effective at stopping infections. https://t.co/C9tvlXIZiJ,ineffective 
2575,1353507536687783936t,"@journal_court @DrMadej Yes this vaccine will cause a new more deadly strain, I 100% believe it and it needs to be stopped now!",unnecessary 
2576,1350500521711382535t,"and death. But there are also questions about why the UK government hasn’t ordered more of the better vaccines. It seems like perhaps they were hard-sold the Oxford vaccine early on, and then, having spent months telling the populace it would solve everything, became convinced",conspiracy political 
2577,1300785478510149632t,"@Montyymillz Not just a needle, Monty. First and only mRNA vaccine ever created. alters your DNA. 1 year to create rather than 10-15. Skipped animal trials. Made by Moderna they've never made a vaccine. No data on long term effects. Gov't granted NO LIABILITY.",rushed side-effect 
2578,1392815730408652806t,Seven new Australian blood clot cases linked to the AstraZeneca vaccine https://t.co/ITK90Oi3KP via @skinnergj,side-effect 
2579,1355889760821149706t,"@MeghUpdates Vaccines from Sinovac, Sinopharm, and CanSino Biologics use pork-derived gelatin. Sinopharm in particular is the most unsafe vaccine developed till now. Pakistan is officially Porksitan now.",ingredients side-effect 
2580,1319149968079323136t,"Remind me again how giving people placebo rather then REAL VACCINE is ETHICAL? RT @thehill: AstraZeneca COVID-19 vaccine test subject, part of placebo group, dies in Brazil https://t.co/Q4OP51WOrx https://t.co/NEKNz5rSqd",side-effect 
2581,1364759489535242240t,"Just found out what’s in the COVID-19 vaccine, I am disgusted and repulsive by this and will be opting out of receiving the COVID-19 vaccine",none 
2582,1277751624417579015t,@jxjacobsen @thomaskaine5 With a 0.26 percent death rate from covid 19 your ridiculous. Make sure you and all of your buddies get the awesome vaccine as soon as it comes out dont wait. You can protect us all. Thanks.,unnecessary 
2583,1371429467705520128t,Another country halts AstraZeneca Covid vaccinations -- The Netherlands are the 7th European country to pause vaccinations with AstraZeneca. Reports on blood clots and other severe potential side effects after vaccinations with this vaccine have to be investigated first.,side-effect 
2584,1409213888718049282t,Mum-of-three dies after rare reaction to AstraZeneca vaccine https://t.co/4PT9EeNl7A,side-effect 
2585,1333434781783257089t,"@BreakingNews What's in it? Does it utilize genetic modification technology (mRNA editing, CRISPR, etc.)? How can a vaccine be made for something that hasn't been organically isolated? What are the long term side effects? Why are cures for flu and lung infections being suppressed?",side-effect 
2586,1338416774451064832t,"@AntzWeb At this very moment , Singapore just approved Pfizer's vaccine and it will be STRICTLY voluntary. I'm still scared. Our cases have been almost always 0 since October.",rushed 
2587,1339056505040080896t,Dandy'''' 😜. Now Asia is getting cold feet. Waiting for the West to be guinea pigs? Dream on. Does anyone at all want this cursed vaccine? 😅 Even Pfizer's CEO won't chance it. White House won't touch it. Army exempted. Start digging those landfills. Toxic garbage.,none
2588,1333227239555670017t,@Quarex @IsabellHale1 @TheSharpEdge1 @jjauthor The sooner u realize there is no difference between l & r the sooner u will realize that we are controlled by globalists who are eugenicists with no agenda but to depopulate the world & control the leftovers w/BioNTech. Stop dividing & work on uniting people. #georgiaguidestones,conspiracy 
2589,1360358093998100483t,"#VAERS 56 y.o. ♂️ Illinois #modernavaccine #vaccinedeaths ""Write-up: Pt died 4 days after vaccine, no known reaction to the vaccination"" https://t.co/qpHD7obWXg",side-effect 
2590,1405643164392767491t,"@pappapoohbear @CityNews Pfizer is a powerful player in the world of pharmaceuticals. I wouldn't be surprised if we learn in the future that only 1 vaccine could do the job, but if you tweak the research here & there & make it look like one requires 2 jabs then you stand to make a whole lot of money. 🤔",pharma 
2591,1382466076739522561t,"Federal health agencies called for a pause on the one-dose Johnson & Johnson vaccine after six people in the U.S. developed a rare blood clot disorder after receiving it. But that alarm being sounded, experts say, could prove to be a good sign. https://t.co/pIrqDRjJLD",side-effect 
2592,1298039153188274176t,"Good Lord. I hope this is overridden by our medical community. I will *not* be taking any vaccine that was ""approved"" by shortcuts. Hoping for a REAL, approved, safe vaccine very soon!",side-effect 
2593,1366111104838086661t,"@Magayye @Lungah___ Bro, you're going to end up with a Astrazeneca situation if you go anywhere near vindicating this vaccine sphithiphithi. I studied the Astrazeneca process from top to bottom and everything looked proper, and where did that end up? The bottom line is, this is hurried.",ingredients 
2594,1434939822611877888t,"@Andywebster @beverleyturner @devisridhar The antibodies drop 50% after 3 months, Pfizer say that they are down dramatically around 200 days and need boosting. If we keep boosting, whilst continuing to live with a virus and transmit it, it'll become endemic among the vaccinated, requiring a lifetime of boosters.",ineffective 
2595,1383088786544979968t,"If you missed this last night: the risk that the AAV vector @jnjnews and @astrazeneca use in their #Covid vaccines can cause thrombocytopenia has been in the medical literature at least since 2007. That's, umm, 14 years ago. Hey, stuff slips by when you're at WAAAARP SPEEEEEED!",side-effect 
2596,1357017940307099649t,"Under reported Adverse reactions to Vaccine First Dose of Pfizer-BioNTech COVID-19 Vaccine — United States, December 14–23, 2020 over 200 hundred cases of Death by Pfizer Vaccine. Permanent disability by Vaccine N/a https://t.co/QdNee3Z5Um",side-effect 
2597,1407004584233603075t,"What went wrong with CureVac’s mRNA vaccine for COVID-19? The poor performance revealed that the mRNA vaccine made by German CureVac isn’t just a disappointment, it’s a scientific puzzle. Researchers suspect the vaccine’s design is at fault.",ineffective 
2598,1334175508980850688t,Why would healthy Canadians want to rush out to get the drastically hurried Covid Vaccine immediately? Just asking for a friend. And what would your reasoning or concerns against be? #CovidVaccine,rushed 
2599,1287791065035137026t,@Aprobateti @MatthewFDonald @ClarkeMicah Some people say they dont know anyone who has even had COVID nevermind died from it. Others know lots. Depends where you live and who you know. Same applies to vaccine damage. I have met several and know of a couple who have had very severe reactions,side-effect 
2600,1326174202102222857t,"Yes. And also the result on 90% effectiveness is so short term, and we have no info on the sample. So Pfizer’s announcement was unscientific and possibly reckless at this stage. Not to mention the 2 doses and -90C refrigeration requirements, which makes this vaccine impractical",ineffective 
2601,1293246301644238848t,I’m not taking a Russian vaccine until a Cuban doctor tells me it’s ok.,none
2602,1286328142353829894t,"1/5 #COVIDー19 #vaccine #Covidioten #COVIDIOTS I am a #Covid_19 #profeteer,thanks to the #Coronakrise #Scamdemic i finally found why i am suffering since 2008 of cramps, being stiff with Lots pain off, it was the #vaccine shot #TDPur, #Tetanus, 5 month later the suffering began",side-effect 
2603,1298782380682096641t,@CBCAlerts I wouldn't take any vaccine created from China...Trudeau can be their guinea pig.,rushed 
2604,1299180870411091968t,As for me & mine we will have no parts of a vaccine affiliated with this devil's administration.,political 
2605,1366871997423251459t,"New analysis from the Israeli Health Ministry concluded Pfizer’s COVID vaccine killed “about 40 times more (elderly) people than the disease itself would have killed” during a recent five-week vaccination period, and 260 times more younger people than have died from the virus.",side-effect 
2606,1382294574132039681t,Oregon calls for halt in use of Johnson & Johnson COVID-19 vaccine https://t.co/NkYvyCXJ1b https://t.co/dIRC0JOVqO,none
2607,1443329859896369155t,"Dr. Carrie Madej: First U.S. lab examines ""vaccine"" vials, horrific findings revealed Watch ~Creepy ~will freak you out Found in Moderna Vaxxine @chrissaccoccia1 https://t.co/JXrBhDVXsj https://t.co/1RWuy9d21Y",none
2608,1291131116812939265t,the same thing is going on in france he is recruiting volunteers to be infected by covid and receive the vaccine to see the effective cerebral void in some for my part my head and my mind have never been more open than now (self-preservation I guess),ineffective 
2609,1365704216472416262t,"@Filosofizer I think the levy is about to break. Folk being told wait for the vaccine to then be told the vaccine doesn't change owt. Then when the vaccine seems to be doing what vaccines do, boom variants, still better stay home. While we watch 50k at a stadium in India.",ineffective 
2610,1339837162561351680t,"@wawasjohn @Balendin2 @DeadsyCOD @Boogie2988 If they were so confident in the damn thing, Pfizer wouldn't have immunity from prosecution. Just saying.",pharma 
2611,1449134606737883144t,"Ernesto Ramirez Jr, 16 Years Old – Died From Pfizer Vaccine https://t.co/UOAVU3QGV3",side-effect 
2612,1339357191191445508t,"says right here only those with a history of allergic reactions to the components of the pfizer vaccine should avoid it, yet the person in alaska who had the serious reaction had no such history https://t.co/Q02AEwAfHd",side-effect 
2613,1336804579019812867t,You know where you can stick your vaccination.... And it won't be my fucking arse! FDA publishes first peer-reviewed report on Pfizer trail as Britain rolls out COVID vaccine - The New Daily https://t.co/Wx9LxieHLb,rushed 
2614,1365297165321519107t,@helpmyphysics @louiseallain Except for the people who died after having the vaccine...,side-effect 
2615,1438508797526360076t,@mmckinney0601 @carlheneghan @BorisJohnson Read more. The most vulnerable are the elderly esp the frailest. The vaccine won't protect all of them unfortunately. Even with the vaccine the majority of victims will be elderly. https://t.co/75aRNpZLQ5,unnecessary 
2616,1336622316990685187t,"@LBC This is the tip of a massive toxic iceberg. This is a massive experiment on the UK public and the MSM should have informed them on that fact. Tests on the Pfizer Vaccine trials were originally due to conclude in 2023,and only then would we have the vital DATA needed.",none
2617,1295390865225990144t,"@cannotrunfast Pfizer saved my life last time. This time, it won't work. Oh well.",ineffective 
2618,1255139771636015105t,@6ixbuzztv Hell No!!! Should be optional like the flu shot... no one should be forced to take a vaccine that's been rushed to market and minimally tested!,rushed 
2619,1233408459997093892t,"Lmfaoo if you REALLY dead go out and get that coronavirus vaccine YOURE DUMB. 🥴🤧 See y’all when all the media dies down, still not sick & unbothered.",side-effect 
2620,1253263199782105088t,@10DowningStreet @MattHancock @UniofOxford @imperialcollege There are deeply unsettling conflicts of interest between @BillGates @WHO @GSK @MHRAgovuk @unioxford1 @imperialcollege @PHE_uk Porton Biopharma. Please name all SAGE & Covid Vaccine taskforce members & declare COI’s & funding sources. Why the secrecy if you have nothing to hide?,pharma 
2621,1409997316220620802t,@cardsfanjoanna I like Mac n' Chise's posts. But this time I have to disagree. I'm sure the Oxford team is exceptional. But think of it this way. Would you Joanna consider taking a flu vaccine from ten years ago today thinking it would protect you from the 2021-22 winter flu?,unnecessary ineffective 
2622,1297562307434872832t,@dbongino Virginia is trying to mandate the vaccine on its residents! This is travesty to the people who live there! How many other governors an mayors r going to try an follow suit?,mandatory 
2623,1415140849151840257t,"Pfizer pushes for USA booster shots! Is it safety or is it profit? Pfizer, the pharmaceutical company that created one of the first Covid-19 vaccines to be approved, has been making a hard sell for emergency approval of boosters – additional doses given…https://t.co/yGYZPdy6Dg",pharma rushed 
2624,1376707453841141764t,"This vaccine does not prevent infection or stop transmission, it's hoped it reduces severity, and it's only 60% effective at that, if at all. Canada pauses AstraZeneca vaccine for under 55s https://t.co/iOHTsusxD3",ineffective 
2625,1374204089370877952t,"German researcher Andreas Greinacher, from the University of Greifswald, said in a statement that the AstraZeneca vaccine, in some cases, prompts overactivation of platelets in the blood, which can then cause potentially deadly clots, similar to heparin-induced thrombocytopenia. https://t.co/8z5hfGi9tz",side-effect 
2626,1374969445790187521t,"@eperea It’s not because we (do/don’t) know what was in the vaccine, it’s because we don’t trust people no more. All of this is really strange, and a lot doesn’t make sense... I’ve always thought there’s something we don’t know. Won’t take my chances...",unnecessary 
2627,1364838835805446146t,"@ALBwonk 1/1:Robert, what you are saying is not right. 1. vaccination alone does not help. 2. there is no pandemic mangent, no free masks, no free tests. Testing is the primary element, virus-fighting. Protection of the risk groups.",unnecessary 
2628,1339264718020734977t,"Dude if everyone resists this vaccine, I fucking KNOW there will be another virus that’s gonna be worse than covid that is released that will literally force everyone to take a vaccine. I got my predictions. We’ll see",mandatory 
2629,1336673377654874112t,@pfizer please be specific about what is in the COVID vaccine. Reports say “severe allergic reactions” and EAI but tell us what is in it.,side-effect 
2630,1405828301839495169t,"""With no data available, the effectiveness of Sinovac against new Covid-19 variants is unknown. What is known of other vaccines against the Delta variant is a marked drop in protection with only one dose and a more limited drop once fully immunized."" @DOHgovph",ineffective 
2631,1274415537716629504t,"@paulstorms It takes many years to create a vaccine that is properly tested. Everyone is going to eventually get COVID-19. Stop being afraid, over 99% will survive it",rushed 
2632,1404476177570426884t,@BtwnThesePages @HerreraBeutler @Novavax That is why I am contacting attorney as my STATE GOP reps. I want some pressure on @POTUS to get this vaccine in USA also and @NOVAVAX to advocate for shipping to US LOCATIONS TO ASAP. America really is being offered only ONE vaccine type with higher side effects we need choice,side-effect 
2633,1334284920420708352t,"@MattHancock Do you care that Pfizer have form for manipulating data? Did you check out how they lied about Zoloft & how many have died? You won't have to take this DNA altering vaccine, the world's first mRNA which is in production less than a year even though vaccines take 10-15 years.",rushed side-effect 
2634,1363200825544216579t,"@pathologklcrier it's not even technically a vaccine, it works completely differently. it contains no sample of the COVID-19 virus. it messes with your own cells to get them to produce proteins similar to COVID-19 that trigger an immune response",ingredients 
2635,1364860922418855937t,@Telegraph @oliviakingia Nobody should be masking or 'testing children' for #covid unless very ill. They have 0.00005% risk from it. Concentrate on getting the vulnerable & high risk 'vaccinated' (2Doses). +99% of people recover & build natural immunity. 'Cases' data is propaganda. #NoMasksInClassor,unnecessary 
2636,1316354712166379520t,"@muhammadalien @humanconditonwf @FatEmperor @simondolan @bobscartoons @allisonpearson Agree, then use Bill Gates assets to compensate those affected, just before he gets injected in the eye with his beloved Moderna vaccine.",pharma 
2637,1365358112811589632t,"After #Switzerland BANS the Suspect Garbage Astrazeneca Vaccine, #India Dumps theirs to #Jamaica to get rid of it as it causes a shocking level of damage & death all over the world in yet more&more articles even featured across the corrupt sellout mainstream media. Unwanted Drugs",side-effect 
2638,1355230522214129667t,@nffcalways1 To a chorus of hysterical shrieks similar to those heard when we chose not to join the vaccine cluster fuck.,none
2639,1406739049411403781t,"350+ doctors & HC workers hit w/Covid-19 in Indonesia, majority were 💉w/Sinovac. Costa Rica, dealing w/severe Covid-19 outbreak, rejected delivery of Sinovac💉due to efficacy concerns. Despite💉60+% of citizens w/at least one shot, Uruguay, has 1 of highest Covid-19 death rates.",ineffective 
2640,1329051726142263297t,"The way @naomigrimley on @BBcWorldatOne @Pfizer) stressed, with barely contained incredulity, that the drugs corp has tested over 40, 000 people with its trial vaccine. Safe? On their say-so?-> https://t.co/6hQ0YPRiAV #vaccinefact",ingredients 
2641,1355158451832418313t,Why would Johnson and Johnson ever try their hand at a covid vaccine !/?;?:! Lmao keep it. Like pls,pharma 
2642,1392287948729724931t,"Reported vaccine injuries continue to climb, Pfizer seeks full approval for COVID vaccine | News | LifeSite https://t.co/B38NMx5kM3",side-effect 
2643,1334438090308521986t,@AndyBlakey_ @ukcolumn @BBCNews @pfizer That would explain why gov’t is so willing to ‘play the odds’ on people developing adverse reactions (e.g. this gov’t saving face vs the compensatory payouts of a future gov’t) and why pharmaceutical executives / employees have sold off MILLIONS in vaccine shares of late.,pharma side-effect 
2644,1334840357322895361t,"@halestones1234 Who knows Alice the Pfizer paper clearly says they have no evidence to how the vaccine affects fertility, I’m guessing in men as well as women. Agenda 2030 to reduce population, can be done either by War or by Stealth. War would leave the elite with nothing",conspiracy 
2645,1254606423717273607t,"@andrewkimmel While I'm opposed vaccines for Coronavirus, why do you think everyone should be vaccinated?",none
2646,1375854217257226241t,This sucks I been wanting to go to NYC . But I don’t like government forcing me to take a vaccine,mandatory 
2647,1334672533530968065t,"@fordnation ""the ex-Pfizer head of respiratory research Dr.Yeadon and the lung specialist and former head of the public health department Dr.Wodarg filed an application for the immediate suspension of all SARS CoV 2 vaccine studies, in particular the BioNtech/Pfizer"" https://t.co/6mPl2bX7bM",none
2648,1335343631134322688t,"@SenRickScott @SecAzar It scares me that you have NO what you promote. How about Pfizer testing on the reservation. One man’s heart crystalized. You need to research, these vaccines are NOT safe.",side-effect 
2649,1301282891104759808t,"Take this vaccine at your own risk if it releases! It isn’t cleared and is still in its experimental phase, Trump is only trying to rush it for election reasons.  Vaccines should not be rushed unless it is absolutely necessary, COVID is dangerous but it is controllable!",rushed 
2650,1329148969793056771t,@AP CEO of Pfizer may have insider traded while releasing results of vaccine. I no longer trust CEO & no longer trust their vaccine. All about profits. No thanks!!!,pharma 
2651,1374348796965060608t,@benrileysmith Demand that workers receive a #Covid19 vaccination to qualify for a job is in breach of #HelsinkiProtocol. There are now several cases of unusual blood clots & awful side effects from #AstraZeneca especially. No telling who might suffer these side effects without more research.,side-effect 
2652,1328541276413841408t,"@hildabast @DeptofDefense That’s exactly what I suspected of some scientists that are pumping and celebrating Pfizer vax news, they don’t care about the adverse effects that the vulnerable and elderly people will suffer with the vaccine, it’s not supposed that science is about safety first?",side-effect 
2653,1337415365974847491t,@Crone369 @DanRather I do wonder how most people questioned Pfizer most but yet everyone is going forward with it...especially with the infertility red flag still looming. I guess it’s no coincidence the articles about population decline (not associated w vaccine) has come out in random sites👀,side-effect 
2654,1334822360936026123t,"@greg_herriett @MattHancock @Jacob_Rees_Mogg It could be a condition for an anti-COVID vaccine supply, but @DHSCgovuk needs to explain a reason for the legal protection for Pfizer. This may be a protection from potential long-term side effects, since the vaccine performance was monitored only short-term.",side-effect 
2655,1338404389351018497t,THIS NEW KIND OF VACCINE IS NOT SAFE. Insufficiently tested. Covid-19: Scientists seek to reassure public on Pfizer’s vaccine safety after rare side effect https://t.co/oFsvCJ3D9n via @FRANCE24,side-effect 
2656,1429826556491444225t,"After 8 months? Developed in 2 days? What is wrong with the world to accept this fraud. ""Pfizer's COVID-19 vaccine received full approval from the FDA on Monday, the first COVID-19 vaccine to move out of its Emergency Use Authorization stage."" https://t.co/aTXYcIaFPo",rushed 
2657,1317712416310845442t,@FatEmperor Take a gander at the other vaccines too. The covid vaccines aren't much different. The Guardasil trials were crimes against humanity.,side-effect 
2658,1329151767876087811t,"@YorkieWR @BareReality Yup, and they are trying to silence the anti face diaper people also. Funny after the election in the US was over they went full throttle on the Covid-mongering. I mean a no holds barred apocalyptic PR campaign for face diapers, vaccine worship and barricade at home or else!! https://t.co/kGVi8Qrgct",political 
2659,1441070383080382475t,"@wow97107794 @liliolson14 @Smackenziekerr @veryvirology Lets talk about that. In the UK, 73 people died due to the Astra Zeneca vaccine. Here is the Yellow Card Report. Deaths are under Thrombo-embolic events with concurrent low platelets. 92,739,145 vaccine shots have been administered. https://t.co/2Ow4u9M4ZQ",side-effect 
2660,1310242509394784258t,"""Two Parties"" my ass. They've always been in collusion. No matter who ""wins"" this (s)election: ""VACCINE"" JUST WATCH. No one runs Trump? Merckel, AstroZeneca, Pfizer. Watch. https://t.co/rFC26RKVc6",political 
2661,1375229675937665030t,Whoever got the first vaccination already your moms a hoe. https://t.co/LctN4oFEvR,none 
2662,1341991475228401666t,"A NY HC worker suffered a severe allergic reaction after receiving Pfizer’s COVID-19 vaccine reported. According to Newsweek, the case had become the first of its kind among more than 30K people vaccinated in the city.",side-effect 
2663,1341491939514982402t,"@zerohedge I'm a ""hospital worker"", tho I'm not a ""front line"" worker with Covid patients. I don't know a single person who is willing to get that vaccine. Everyone I work with who has voiced any opinion at all has said they are unwilling to be a guinea pig for a rushed vaccine. 🤷‍♀️",rushed 
2664,1333580672393502723t,"@Lareina81848987 @RealMattCouch You have not seen anything yet until@you know all about the Covid 19 vaccine. Moderna, this vaccine in my opinion is the Mark of the Beast. It will alter your DNA/RNA. Like someone in the movie The Matrix. Part human part robot. It will program your entire body and can be program",conspiracy side-effect 
2665,1292361413277691904t,@DavidOG87361059 @LukeJohnsonRCP Fastest vaccine ever took 4 years...Covid is tricky and the trials they have done have limited time inmunity... I think we need to live with this virus and learn to treat it in hospital. I don’t want suspended life and economy while a miracle happens,unnecessary rushed 
2666,1262428752375451663t,CDC: Pfizer's mRNA vaccine will not work - Sign the Petition! https://t.co/KoIiElqUXP via @Change,political 
2667,1431022797296336897t,Japan Halts Use of 1.63 Million Moderna Vaccine Doses Over Contamination Fears https://t.co/e5FdZu3Jw8 via Western Journal https://t.co/22LQDnbVQ4,ingredients 
2668,1241560680953794561t,"@KrutikaKuppalli If U R paid $4k to test the Moderna vaccine skipping animal testing, or HCQ 200mg TID seven days and AZM 500mg day 1, and 250mg daily for 4 days which one do you take?",rushed 
2669,1334069117679247360t,"@JamesDelingpole so the “rushed” out Pfizer vaccine , funded by Gates has been cleared for use by MHRA, funded by Gates 🤔 https://t.co/O9C2vs1HCE",pharma rushed 
2670,1337099817571418114t,This information is from Pfizer regarding the Covid vaccine. They excluded those with any allergies from their trials. This is important for those with allergies to know. https://t.co/DcTebkqAkp,side-effect 
2671,1339543356247076864t,"NCDHHS said yesterday the Pfizer vaccine ""may"" only keep you immune from COVID for 2 months. WTF? Although they say more information is needed to know about long-term immunity, that certainly is not an advertisement to go get that particular vaccine.",unnecessary 
2672,1415480814486401025t,"COVID-19 Vaccine: Sudden Paralysis of Houston Women Related to Johnson & Johnson Vaccine, She Says https://t.co/Pn8iog1qNy",side-effect 
2673,1374678546799599617t,@DailyMailUK Oh ffs 🤦 I think when kids are vaccinated they will come after pets. Big Pharma need to keep pumping the numbers of sold vaccines 🤑🤡😂😂😂 https://t.co/1x5Kpas9cV,pharma 
2674,1420260358955036672t,"Absolute protection to shunning responsibility for adverse effects of its COVID-19 vaccine: Details of Pfizer’s contract with Albania raises eyebrows eh_den shared screenshots of the confidential agreement, which in turn revealed the damning details https://t.co/BcH0PPw7nc",side-effect 
2675,1259062762426286084t,"COVID-19: The Spearpoint for Rolling Out a “New Era” of High-Risk, Genetically Engineered Vaccines • Children's Health Defense  https://t.co/POxgq8A2YB",conspiracy ingredients side-effect 
2676,1301271410019631105t,"A vaccine just in time for the general election?No thank you.I will not play Russian Roulette just to make BLOTUS look like a savior. In a letter, Robert Redfield asked them to waive any requirements that might get… https://t.co/jQpX1LipCK",political 
2677,1393544795524579331t,"Mr Phillipot come on, let's get the slogans out and we get straight to the point: ""Former Pfizer executive demands EU end COVID-19 vaccine studies due to 'risk of potential infertility' and other health concerns"" '",side-effect 
2678,1336402612590088193t,"difference between a vaccine that has 95% efficacy and one that has 65% efficacy is that the first one works seven times as well as the second. No doubt because the British government has invested heavily in the Oxford one, that's what we'll all get (except probably rich people)",ineffective 
2679,1399246301066272771t,@Heute_at @kuku27 British model Stephanie Dubois is dead! The 39-year-old died a few days after her corona vaccination with the AstraZeneca vaccine. Reactions are not being reported which will destroy multi billion vaccine business. Model Stephanie Dubois death needs independent enquiry,side-effect 
2680,1290304230268342277t,"I’m not sure who needs to hear this, but I will NEVER take a vaccine for COVID. I don’t care where it’s made. This whole fiasco w/masks & destroying our economy over a virus w/ 99% survival rates, is ridiculous. I will do nothing to support it.",unnecessary 
2681,1305189506593755136t,"@antonioguterres I have read many times about this side effects. How can this be considered ""mild"" ? P1 reported percentage of side effects for Moderna, was 100% on the high dose arm. Does anyone care about this numbers? https://t.co/o7Es9PBcfY",side-effect 
2682,1355230580317827072t,"Why would anyone want to have mRNA injected into themselves? Please do your own research before having the vaccine. Actually, it’s isn’t a vaccine. Look it up, please. You can’t remove it from your body once you take it.",none
2683,1254694435318833152t,"@KamalaHarris @Tanis42 You need to ensure adequate antibody testing to know who doesn't need the vaccine, and ensure each individual's right to refuse without discrimination. #MyBodyMyChoice",mandatory 
2684,1303190612787650561t,"@themontanapost @Oteachjohn @GregForMontana These goons don’t wanna contain COVID they wanna spread it. More sick people = more high margin PPE, more VEKLURY (remdesivir) doses $3200, and ultimately the very expensive Oxford vaccine. Criminal neglect and the Executive Pardoners. Imagine the crimin’ Gianforte will pardon.",pharma 
2685,1257302910372806658t,@ASavageNation it's impossible to know what long term affects a covid vaccine may have on us. I don't want to think what happens if it becomes mandatory.,mandatory 
2686,1218024321010077696t,@Vaxyourfam @PlumRemson @ChildrensPhila @historyvaccines Like I’ve said before vaccine ethics is an oxymoron.,none
2687,1313139212607250433t,"@BorisJohnson Boris, PLEASE answer us all this, if previous covid measures ie, masks, social distancing, lockdowns etc could not prevent a ""second wave"", then why repeat them? & why should we trust a ""vaccine"" will work when govs previous measures have not & the flu ""vaccine"" has'nt either?",ineffective 
2688,1392227552853385222t,Teen Hospitalized With Blood Clots in Brain After First Dose of Pfizer Vaccine • Children's Health Defense https://t.co/o7JBMySovK,side-effect 
2689,1360461828871045123t,"This is disgusting main media does not talk about this & all governments around the world already passed a law that covid vaccine makers could not be held liable for any damages or death they caused. Wake up herds, wake up,,,",side-effect 
2690,1363867276978515978t,All vaccine stats will be mishandled fudged then buried same as those being vaccinated 😐,none 
2691,1344261405457977344t,"@krqe Covid is in the same family as the flu. Some people get flu shots yearly because, no it doesn't protect against new strains. If we let them force vaccines on everyone now, it won't stop with covid.",mandatory 
2692,1289791604694245378t,"The only thing i will take for covid is HCQ, Zinc and the Z-Pac. No other vaccine.",pharma 
2693,1253064910046744577t,"@DeAnna4Congress @WHO They say no COVID vaccine for about 18 months, but the flu shot will take care of it this fall. Right on. So I guess Bill Gates is wasting his money on the vaccine then. Someone should tell him.",pharma 
2694,1287800319406112768t,@realDonaldTrump @POTUS @Yankees 300 million doses of oxfords vaccine sounds selfish to me,none
2695,1297126511456276485t,"#COVID19 If this is the reaction, count me out of Moderna’s vaccine. https://t.co/5iJaeHK4gg via @statnews",side-effect 
2696,1330787843921219587t,"@amitsurg alas, we don't know yet that the oxford or mRNA vaccines will, either, reliably and without massive side effects. ""triumph of hope over experience"". 😕",side-effect 
2697,1298463062983286784t,@Meme04164588 @vintage831 @globalnews My Dr. Said he wouldn't ever get a vaccine when it's unproven. He even calls it a political plandemic,ineffective 
2698,1375611116982730752t,"@WriteDad @David_Beloved71 Your chances of staying alive with or without the ""vaccine"" are roughly equal. Want to fend off the ""#WuFlu? Lose weight, get in shape, get lots of sun. Make Vitamin D.",unnecessary 
2699,1333136877033979904t,I LOVE @realDonaldTrump. But strongly disagree re: COVID-19 vaccine. COVID-19 is a virus. The common cold is a Covid virus. Where's the vaccine for the common cold? *crickets* Covid-19 vaccine 'emergency' hullabaloo is a manufactured crisis! Who's behind Cov2 vaccine? Cui bono?,unnecessary 
2700,1325852698017665027t,@SaraCureton Pfizer is a dodgy outfit so any vaccine from them is not trustworthy.,none
2701,1244370571296509952t,"@ScottsHumor He more likes the money from selling a vaccine to everyone in the world. Than he can reduce the population via vaccine. Smart guy. Evil as fuck, too.",pharma conspiracy 
2702,1425615212166541322t,@POTUS @DrWoodcockFDA Do you really want people vaccinated? #novavax or is it lives for politics? Prove you are making HEALTH DECISIONS #CovidVaccine #CovidIsNotOver @CNN @BBCWorld @abcnews @WSJ @WhiteHouse https://t.co/m3IS6Eyt2F,political 
2703,1349565043633844225t,"Sagarmediainc India rolling out a vaccine when we don't even have the phase 2 trial results; forget about phase 3 trial results.'More covaxin Vaccine transparency need In coming months India will be holding state elections in West Bengal, Tamil Nadu, Puducherry, Assam, Kerala. https://t.co/F78UmcfBUv",political rushed 
2704,1334473516779974657t,@fascinatorfun The worst thing is HMG have absolved Pfizer of ANY responsibility if the vaccine ends up making people chronically ill. EU are refusing to give Pfizer such a blank cheque.,none
2705,1383446084668649473t,There is no longer any doubt about it. The Oxford/AZ 'vaccine' has killed dozens of healthy young women who were at near zero risk of death or serious disease from Covid. The other 'vaccines' are killing people too. The mass vaccination campaign should be STOPPED NOW. >>,side-effect 
2706,1361010810856886274t,Hmm.. So she helped fund the Moderna Vaccine but she’s not taking it. 🤔 Why Dolly Parton Isn't Getting the COVID Vaccine https://t.co/quHEX20C2H via @YouTube,pharma 
2707,1406914597391581194t,"Blindness has been reported as an adverse reaction to the Pfizer vaccine 46 times, and there have been 3,398 eye disorders reported as a result of the Pfizer jab. https://t.co/mtUHHXBnjs",side-effect 
2708,1335244595706400769t,@btsbitchwins From Ticketmaster. I feel Ticketmaster is holding people hostage with there money. I don’t like how they want to force u and prove you had vaccine. I don’t mind taking it but not right away becuz idk what effects will be. I don’t mind taking Covid test,mandatory 
2709,1293162714865467395t,"Folks!🤨 Putin has announced the first-ever vaccine for COVID. The same country who lost a $45 million Russian weather satellite last November due to human error! Just don't believe the hype, okay! 🤨🤨🤨",none
