content,unnecessary,mandatory,pharma,conspiracy,political,country,rushed,ingredients,side-effect,ineffective,religious,none
@Johansson85 @maggieNYT @SherylNYT The patent is expired. Best look towards Fauci if you're looking for the person who will profit from Covid vaccine. He's shares deep in that one.,0,0,1,0,0,0,0,0,0,0,0,0
@KellywiseClown A vaccine will be ready fairly soon? He doesn’t know what he’s talking about.,0,0,0,0,0,0,1,0,0,0,0,0
"no possible way to deal with coronavirus other than take a rushed Big Pharma experimental vaccine where the manufacturers are protected from indemnification, or manufacture your own vaccine",0,0,0,0,0,0,1,0,0,0,0,0
@LBC @IainDale @anitabboateng People are increasingly sceptical of taking a vaccine for a virus with a mortality rate of 0.05% and for which the government itself cannot provide accurate or trustworthy stats. And let's not forget the legal waiver for Pfizer who cannot now be sued for side-effects - ever.,0,0,1,0,0,0,0,0,1,0,0,0
"@MattHancock @pfizer @BioNTech_Group Why are you thanking us? For the fact you’ve ruined our lives, ruined businesses, lockdowned this country for no good reason whatsoever, or for the normal flu virus. If you deny that where did flu go to this year and the figures? 💉 for what exactly? Make you all more money.",0,0,1,0,0,0,0,0,0,0,0,0
"@TheDrJon @elbastardox Covid vanished in China without a vaccine over the summer in 2020 and you “doctors” don’t wanna talk about it. Oh wait, their draconian communist “measures” helped “mitigate” it enough.. Sure 😂😂😂",1,0,0,0,0,0,0,0,0,0,0,0
@Bricrabtree In EU testing vaccines on animals is illegal as far as I know. But Pfizer must have done their tests in US.,0,0,1,0,0,0,0,0,0,0,0,0
Cringing how they are trying to roll out this vaccine to Blacks... #Doingtoomuch https://t.co/IILZ0LdYcq,0,1,0,0,0,0,0,0,0,0,0,0
@USATODAY I want to see trump and his family take the vaccine first. He’s touting it? Let’s see him put his arm where his mouth is. We don’t want to be the guinea pigs. Let him be,0,0,0,0,1,0,0,0,0,1,0,0
"(2) In particular, the leak of mRNA-LNP was determined to be huge following a request from the Japanese Gvt. The impact of the expression of mRNA in essential organs was not disclosed, in particular in ovaries. #Pfizer #vaccine",0,0,0,0,0,0,0,0,1,0,0,0
"@PrueLeith In the spirit of fairness and equality, should anyone taking the Pfizer Covid Vaccine sadly pass away within 28 days, will they be labelled as a Vaccine Death, or a Pfizer Death? Warning after 2 people suffer allergic reaction to Pfizer/BioNTech vaccine https://t.co/sePTXcLByD",0,0,0,0,0,0,0,0,1,0,0,0
@realtommyandert @fcbaz @ianbrown It’s plainly obvious this is never going to end. 3 weeks to flatten the curve remember? Then they try every trick in the book(e.g. registering flu deaths as covid deaths). Now low and behold days after they start rolling out the vaccine there’s a “mutated virus”.,0,0,0,0,0,0,0,0,0,0,0,1
"@SpringSteps Over my cold dead corpse will I ever take a COVID vaccine.   You hear that politicians?   China sets a virus in motion and politicians want to hint at a mandatory vax. Nah... that 22G needle will be in your eye, before it ever punctures my skin.   Guaranteed. 🖕🏻",1,1,0,0,1,0,0,0,0,0,0,0
Would much rather get antibody treatment IF I get Covid than take a vaccine for something I never catch. Sorrento Stock Up on Report of Covid-Treatment Progress - TheStreet https://t.co/fbxxeDsA4l,1,0,0,0,0,0,0,0,0,0,0,0
Trump wants to use the military for his Warp speed rushed covid vaccine. Now he is sending out emails telling people that it's patriotic to wear a mask. What an absolute joke. Will Trump haters stop wearing masks now ? https://t.co/kpI8HT3OFD,0,0,0,0,0,0,1,0,0,0,0,0
"Search Results from the #VAERS Database 16y♂️#Pfizer #Adolescent #CovidVaccinesideeffects #seizures ""convulsive seizures following immunisation (narrow)"" https://t.co/WpYiaY2bo4",0,0,0,0,0,0,0,0,1,0,0,0
Another capitalist corporation trying to profit from this tremendous virus. Shame on you @pfizer for not publishing RISKS #vaccine,0,0,0,0,0,0,1,0,0,0,0,0
@Jude_Michael @truthliveawake @Awithonelison @Bucklynn123 @Exvaxxer_Mommy @declanoscanlon Coming down with measles in spite of being vaxxed (which happens since 3% of vaccinees don't develop lasting immunity) is NOT AT ALL THE SAME as coming down with vaccine-strain measles (which doesn't happen).,0,0,0,0,0,0,0,0,1,1,0,0
"From 2004 to 2015, there were 108 deaths from the #vaccine allegedly meant to ""prevent"" measles and zero deaths from measles. The vaccinated are the vast majority mislead to believe a minority could somehow ""weaken herd immunity"" and they're unaware measles isn't a death sentence",0,0,0,0,0,0,0,0,1,0,0,0
@L_A_Baker @realDonaldTrump Actually for 99.8% of people their immune system is 100% effective against Covid so presumably the only people who can potentially benefit from this vaccine - the 0.2% - are sadly already dead. There is literally no need for a vaccine for Covid.,0,0,0,0,0,0,0,0,1,0,0,0
@RuddyIrie_ @CTVNews Explicitly said I was not an anti-vaxxer. Just avoid new vaccines Everyone is free to choose. Did I choose for them? Are you limiting free speech?,0,1,0,0,0,0,1,0,0,0,0,0
"@LBC @MaajidNawaz my friend has just had Pfizer vaccine, she is feeling quite ill today, can’t walk properly. She’s over 89 with lung tissue scarring.",0,0,0,0,0,0,0,0,1,0,0,0
"@kirstiealley Well, a cheap answer to the Chinese Virus would be bad for Big Pharma, Bill Gates, the Deep State and Dr. FAUXI. We wouldn't need their hastily made, very costly vaccine and we could get things reopened NOW. That kinda shits on their plans for continued gloom & doom.",1,0,1,0,0,0,1,0,0,0,0,0
"2y♂️suffered life-threatening #Vaccinia reaction from exposure to father's #Pfizer #Smallpox vaccine #VAERS ""FINAL DX: eczema vaccinatum requiring skin grafts"" https://t.co/YvQOKMj8Ls",0,0,0,0,0,0,0,0,1,0,0,0
‘Take your COViCE vaccination & inject it directly up your asshole’ gang: https://t.co/llJT1364dj,0,0,0,0,0,0,0,0,0,0,0,1
@Breaking911 Good job curing sick people with new treatments is the way to go. Screw the vaccine its useless by the looks of it on older people.,1,0,0,0,0,0,0,0,0,0,0,0
buff_ly: 'Tributes as first person to get Pfizer Covid vaccine dies of unrelated illness ' https://t.co/bkRyIAaAfr,0,0,0,0,0,0,0,0,1,0,0,0
@DominicRaab @navalny Wouldn’t it be great to see Russia as a genuine democracy in the future rather than a dictatorship based on fear and corruption? Is the rest of the world really meant to believe in the safety of their Covid Sputnik vaccine when they see the result of this so called trial?,0,0,0,0,0,1,1,0,0,0,0,0
Four volunteers who got Pfizer's vaccine developed Bell's palsy https://t.co/ThP4JsbUeF via @MailOnline #BellsPalsy #COVID19Vaccine #COVID19 Have you had a vaccine and Bells Palsy? Have you been well in 2020 and got Bells Palsy? Have you had #COVID19 and got Bells Palsy?,0,0,0,0,0,0,0,0,1,0,0,0
"@KristiNoem @JoeBiden Why are people walking around in a 91 degree in Phoenix, AZ with a mask on after receiving a vaccine shots? Because they're brainwash.",0,0,0,0,0,0,0,0,0,1,0,0
"@MMirgon No, not her. She's one who buys into all the COVID propaganda, hook line & sinker.  I've mentioned before that most of my coworkers didn't want the vaccine. That's most of us night shifters. Day shifters like this coworker are much more likely to be sheep.",0,0,0,0,0,0,0,0,0,0,0,1
"I can see why everyone hates the US more and more each day. LOL, you can't make this up, and the people who went out there way to get a vaccine look more gormless than ever. Bless their hearts. https://t.co/M7vLVEP2us",0,0,0,0,0,0,0,0,1,0,0,0
@willyloman1 Side effects will never be reported 17JULY2020 Four Ukrainians died after MODERNA's US COVID or MODE-RNA vaChina (mRNA-1273) was applied) https://t.co/jUb4QVU4Iq,0,0,0,0,0,0,0,0,1,0,0,0
"@SanctitySKR1111 @the_tru_eapjr Ok.. but if that’s the case.. their “doubles” are still working with Donald Trump on this vaccine. Moderna is a Gates company, Trump just ordered 100 million doses of a vaccine from them. I’m not trying to cut you down, I just really want you to see the truth before it’s too late",0,0,1,0,1,0,0,0,0,0,0,0
"@NightShiftMD If concerns about COVID vaccines are dismissed, that feeds the antivax movement. Read the Pfizer label. It says, ""FDA has authorized the emergency use of the Pfizer-BioNTech COVID-19 Vaccine, which is NOT an FDA-approved vaccine."" Why? Because it's not fully tested.",0,0,0,0,0,0,1,0,0,0,0,0
‘Promising’ and ‘safe’ Moderna vaccine trial causes severe adverse events | Alliance For Natural Health https://t.co/QLrYwcz6qN,0,0,0,0,0,0,0,0,0,1,0,0
Utterly bananas to rush this Pfizer product to market. Pfizer received the biggest criminal fine in history for dodgy products- and we’re the first country to get their vaccine because we’ve given them immunity from prosecution if it goes wrong.,0,0,1,0,0,0,0,0,0,0,0,0
The story of AstraZeneka vaccine has cancelled my vaccination plans Am not ready to turn in to a zombie,0,0,0,0,0,0,0,0,1,0,0,0
@Ash_Hirani @JoeBiden The future might be orange if you take a Pfizer vaccine... they are not prized for their honesty in vaccine trials... https://t.co/LqWVW8moSf.,0,0,0,0,0,0,1,0,0,0,0,0
Someday I'd like to see the actual data. China's Sinopharm vaccine 'most unsafe in world' with 73 side effects https://t.co/iBLcbcS7BB,0,0,0,0,0,0,0,0,1,0,0,0
"Read the reports on front  https://t.co/lV1eDkkvEF educate yourself about the virus and about how we have been duped so you can make a wise decision for yourself. Decision about the vaccine is your personal responsibility not ur governments they won’t back anything, cant sue maker",0,0,0,0,0,0,0,0,1,0,0,0
A coroner will consider whether “complications” caused by the AstraZeneca vaccine were a factor in the death of 44-year-old Lisa Shaw. https://t.co/ID4rJRYf69,0,0,0,0,0,0,0,0,1,0,0,0
"@Pfizer_UK @pfizer’s vaccine approved in UK without release of standard vaccine safety and standards information, which usually accompanies new drugs or vaccines. Now I don’t trust Pfizer because it is acting oddly.",0,0,1,0,0,0,0,0,0,0,0,0
@Sohnee @GovWhitmer Facts? The facts are not what they are reporting. Anyone who has had a vaccine in probably the last 10 yrs was injected w covid and would test positive...the symptoms do covid are similar to the flu. Get the facts; Choose not to be spoon fed by MSM.,0,0,0,1,0,0,0,0,0,0,0,0
"@DiamondSkyDiva Agree, I can understand an old or/and extremely sick person taking vaccine, covid is a killer for them whereas someone below retirement age who is healthy like me stands next to no chance of dying of it, won’t take chance of getting dangerous vaccine side effects",1,0,0,0,0,0,0,0,1,0,0,0
Tony Blair is not a well man I think he wants to take over the country if @BorisJohnson listens to him then people who are not able to have a vaccine because of health reasons will either die or never be allowed out again in society this is disgusting @nadhimzahawi,0,0,0,0,1,0,0,0,0,0,0,0
@janet_cutts @AuthorMonika @ShelleyJasmineT May wanna do a bit of research into mRNA vaccines these have never been used before Moderna is currently making a COVID-19 mRNA vaccine for us for the masses and I ain't taking it...nobody is injecting me with anything which will alter my genetics.,1,0,0,1,0,0,0,0,1,0,0,0
"TYPICAL CHINESE VACCINE FAILURE, THEY TREAT THEIR OWN PEOPLE WITH THE SAME POISON China Vaccine Trial Halted in Brazil After Serious Adverse Event https://t.co/QNXhTe8CT2",0,0,0,0,0,0,0,0,1,0,0,0
"@MichaelJDahan1 @CNBC @pfizer Many people appear to be *more*, not less, susceptible to Covid after the shots. Covid-related symptoms are emerging in formerly asymptomatic people within hours and days afterward. Some are testing positive, others are not.",0,0,0,0,0,0,0,0,1,0,0,0
@pcthecoolone @AdityaKulkarni3 @ShekharGupta @AnganaCk Deaths have happened but it has not been attributed to this vaccine- because they jst dont want to@ its not as clean as you think! Elements of politics and business both are there,0,0,0,0,0,0,0,0,1,0,0,0
@chimera414 @samanthamaiden @TGAgovau @newscomauHQ Pfizer's trials were conducted on a little over 20 thousand people. No elderly. It's being rolled out to millions across the planet. What could possibly go wrong?? There'll be more medical fallout post Pfizer vaccine across the world than Covid deaths here in Aust.,0,0,0,0,0,0,0,0,1,0,0,0
"@SusanMattinglyG @HillaryClinton No I didn’t need the vaccine. I already had covid and was asymptomatic. Extremely rare for asymptomatic people to spread it. And I wear a mask when I’m required, if I don’t have to I don’t.",1,0,0,0,0,0,0,0,0,0,0,0
@TheRawSpeak @EssexPR @michaelgove @BorisJohnson Even if i never had vaccine i wouldn't agree i think it's so wrong,0,0,0,0,0,0,0,0,0,0,0,1
What the military got to do with the fucking vaccine? This man is sick.,0,0,0,0,0,0,0,0,1,0,0,0
@LynnBrittney2 Have you seen the article in the Mail that states the vaccine could Cure CANCERS and other illness. It should be removed immediately how on earth have they got away with printing this garbage to coerce people to get jabbed!!!,0,0,0,0,0,0,0,0,0,0,0,1
"@POTUS To complete your #covid #vaccine goals, you need to buy more @NOVAVAX we like many will not take an mRNA or DNA altering vaccine. Embarrassing if US backed vaccine only in Canada, Europe, Australia etc. @US_FDA @CNN",0,0,0,0,0,0,0,0,1,0,0,0
"TPTB are pushing for “mandatory” vaccines, meaning, you are EXCLUDED from society until you acquiesce. No exceptions. It’s patriotic duty. – Production Of Russian COVID-19 Vaccine Begins As Asian Demand Soars https://t.co/xmOXg8Bpyt",0,1,0,0,0,0,0,0,0,0,0,0
@davidrliu And unfortunately - true and justified pause over a politically pressured vaccine will lead to an overall distrust in vaccines in general.,0,0,0,0,1,0,0,0,0,0,0,0
"Do you really trust this company's vaccine? ..Johnson & Johnson ""disregarded the safety of consumers"" in its drive for profit, despite knowing its talc products caused ovarian cancer. It also found ""significant reprehensibility"" in the company's conduct. https://t.co/82jcDIffFy",0,0,1,0,0,0,0,0,0,0,0,0
.@pfizer/BioNTech’s #COVID19 #Vaccine Causes Adverse Reactions in Over Half of Clinical Trial Volunteers. @ScottGottliebMD https://t.co/1O8FGXF769,0,0,0,0,0,0,0,0,1,0,0,0
"Who the hell is @BillGates to decide this?!? I will NOT allow his tainted vaccine into my body, especially if it's designed using @tomhanks's blood! HELL NO!!",0,0,0,0,0,0,0,1,0,0,0,0
Florida Doctor Gregory Michael Dies After Receiving Pfizer COVID Vaccine That ‘Produced Sores’ And Caused Him To Have Hemorrhagic Stroke https://t.co/YVJa2SX8wc,0,0,0,0,0,0,0,0,1,0,0,0
"@piersmorgan @BorisJohnson @MattHancock @nadhimzahawi Bluff and counter bluff by government again. It was not logical to move from 3 weeks to 12 and some are having second dose already. Johnson is trying to be friends with all options and, in doing so, failing everyone. Vaccination will be ultimately a failure if not given correctly",0,0,0,0,0,0,0,0,0,1,0,0
RT @christroutner: I just found out that my uncle died from a brain aneurysm the day after getting a Covid vaccine. I don't know what brand. It *could* have been a coincidence. But really???! Anyone else out there have a first-hand account of someone who died shortly after…,0,0,0,0,0,0,0,0,1,0,0,0
@MENnewsdesk Well of course it’s going to. Most of us have been vaccinated so it’s alright isn’t it????? If it’s not what the bloody point in vaccinating everyone 😤,0,0,0,0,0,0,0,0,0,0,0,1
"@BorisJohnson @CMO_England ARE LIARS, FRAUDS & CHEATS, HIGHEST NUMBER OF CASES IN THE VACCINATED. @SirGrahamBrady https://t.co/LQ8LGdoY4h",0,0,0,0,1,0,0,0,0,0,0,0
@CromwellStuff @dwilliam9940 @DominicRaab @BorisJohnson @HouseofCommons the vaccine industry and Bill Gates have taken over...do we still have a UK govt and democracy? Is that too much to hope for?,0,0,1,0,0,0,0,0,0,0,0,0
"@monica_clare1 Well said. I'm not interested in a vaccine personally because I'm not afraid of COVID. Maybe in 30 years time when I'm old enough to be legitimately concerned about it, but by then we'd know more about the virus and the vaccines anyway.",0,0,0,0,0,0,0,0,0,0,0,1
"It’s about the math. The self-proclaimed “Masters of the Universe” don’t believe you can do the math. Well, can ya, punk? YES! Take today’s cases, reported by the WHO? Divide that number by 328,000,000 Americans, to find that NOT taking King Pfizer’s vaccine(s) is 96% effective. https://t.co/xwD999SeTm",0,0,0,0,0,0,0,0,0,1,0,0
"Massive contamination of Johnson&Johnson vaccine in US, production halted https://t.co/C36tQTKDpa",0,0,0,0,0,0,0,1,0,0,0,0
Controversy: Former Pfizer executive claims “risk of infertility” with vaccine A former vice-president of respiratory research at Pfizer has controversially highlighted what he describes as a potential risk that company's vaccine will cause inferti https://t.co/9p5f4VOmAh https://t.co/E2wR8IWqv8,0,0,0,0,0,0,0,0,1,0,0,0
"@DavidLammy @nadhimzahawi @Conservatives @labour If they are as safe as you say, make full information available on covid vaccine ADRs and allow the public to make their own informed decisions. Vaccination should be about informed consent not government coercion!",0,0,0,0,0,0,0,0,1,0,0,0
#vaccineSideEffects alters your dna and rna don’t take this experimental poison ☠️ the devil came to kill steel and destroy https://t.co/u1vJ54iqzK,0,0,0,0,0,0,0,0,1,0,0,0
Boris Johnson confirms that full vaccination will become a condition of entry to nightclubs. ..even though there are many people sick and dying in hospital who have had both jabs. In short - sacrificial slaughter aka Herd Immunity,0,0,0,0,0,0,0,0,0,1,0,0
"Lisa Shaw: BBC presenter died of AstraZeneca Covid-19 vaccine complications, coroner concludes https://t.co/WdzrrrOsXu Why on Earth do young, healthy people get waxxed and take a risk, when their immune system is enough, and chances of dying of the 'flu' is but 0.002?",0,0,0,0,0,0,0,0,1,0,0,0
"@JosiahDGreen Health Canada role is to protect corporations not the people paying for their salaries.They only parrot Industry info. never this> #UK reported reactions for COVID-19 vaccine Oxford University/ AstraZeneca vaccine:326 deaths & 294,820 injuries. can u imagine amount of unreported?",0,0,0,0,0,0,0,0,1,0,0,0
"This is the main reason of covid 19, to approve electronic device called 5G, they will never tell you about this but it will kill you. That is why they now introduce a remedy called vaccine, Be wise and be careful specially Africans.",0,0,0,1,0,0,0,0,1,0,0,0
"@DailyMailUK How can they have a vaccine if they still don't understand how covid 19 is attacking the body and wrecking all the organs, you need to understand the basics before a cure is there, I refuse any vaccine as it's way too soon for anything to work.",0,0,0,0,0,0,1,0,0,0,0,0
"@TooSoon51705384 ...and ""Pfizer said the vaccine was ""well tolerated"" during the trials with ""no serious safety concerns"".!! but confirmed 2 deaths... https://t.co/o2q0bi9clp",0,0,0,0,0,0,0,0,1,0,0,0
"#VAERS 60y♂️#Janssen #Covidvaccine #Amputation #Stroke #HeartAttack ""Cardiac Catherization [14 days after vaccination] after cardiac arrest. ... AKA amputation Stroke Mechanical Ventilation unable to wean Staph Aureus Pneumonia -VAP/CAP DVT of limb"" https://t.co/92ethr5eix",0,0,0,0,0,0,0,0,1,0,0,0
@truth_seeker_85 Funny how they were testing covid vaccines on 16 to 18 yearolds when most deaths were in 50 to 90 range hmmmmm,0,0,0,0,0,0,0,0,1,0,0,0
"@jamesgraham521 @CL4Syr @YouTube For example; this UK based company is using different sequences of RNA found in our antibodies to create the DNA of the live virus, supposed to help create a vaccine, but if the live virus hasn’t been isolated how do they know it’s right?  https://t.co/i6ZCXq9AMR",0,0,0,0,0,0,0,1,0,0,0,0
"@IoanAnthony @AS332L @Effiedeans The vaccine from Pfizer is delivered in a different way to other vaccines, that’s a cause for concern too. At the end of the day it should always be an individual’s choice and never be forced on anyone by any means.",0,1,0,0,0,0,0,0,0,0,0,0
"@AstraZeneca @UniofOxford Im sorry but didn't your vaccine trials cause a death in south America? That should have set your research back a little bit? Maybe not, but its weird its a cheaper one which means poor folk gets the one with the least research that killed someone",0,0,0,0,0,0,0,0,1,0,0,0
"@newvisionwire Anything Chinese, I would stay away!! Fake fake fake is their middle name. And now this 🙄🙄it might be sucidal to even think that they have a vaccine",0,0,0,0,0,1,0,0,0,0,0,0
You can take from the continued mask wearing that the info on the vaccine is not all true. Why else keep pushing mask wearing. Vaccine is a way to micro chip everyone. 🤣,0,0,0,1,0,0,0,1,0,0,0,0
"@societyofhonor Major factors, Chinese vaccine cannot put into the table, efficacy & transparency. The processes in the development, including clinical trials, which only God knows what is going on. Hearing the regime to even put Sinovac as one of the front runners is highly questionable.",0,0,0,0,0,1,1,0,0,0,0,0
‘SEVERE FORM’: Woman’s death likely linked to AstraZeneca vaccine https://t.co/nyy2lMge4i,0,0,0,0,0,0,0,0,1,0,0,0
@redsteeze You know why because after your vaccinated since your body now has the germ or is manufacturing antibodies against it you might transfer the virus to someone else! There nit sure about that!,0,0,0,0,0,0,0,0,1,0,0,0
"@adamsmiller Please see my tweets, commencing with: https://t.co/GomLdYVluQ. It's an outrage that my CLSC in Montreal is offering its homecare clients (sick and disabled people) the AstraZeneca-Oxford COVID-19 vaccine, despite serious risks of blood clots.",0,0,0,0,0,0,0,0,1,0,0,0
@TheDuke1 @block762310019 @SkyNews The Vaccine only protects YOU... it DOES NOT stop you from catching and spreading the virus ! Therefore there's literally NO POINT in a Vaccine passport..is there?????,0,0,0,0,0,0,0,0,0,1,0,0
University of Tennessee |@UTKnoxville| Medical Center debunks vaccine myths Meanwhile Indian @ICMRDELHI Is proposing 110% efficacy of a vaccine which hasn't even completed trials. #Covaxin #BharatBiotech #Covid19 #vaccine https://t.co/p4EeWQ81Ih,0,0,0,0,0,0,1,0,0,0,0,0
"Hello, #healthTwitter. Does it make sense to your saintly grandma, that a vaccine that MUST be stored at -70°C won't have any side-effects when introduced into a body at 36°C? #COVID19vaccines. Wasn't the @pfizer anaphylaxis expected?",0,0,0,0,0,0,0,0,1,0,0,0
"@FinancialTimes Pfizer joined the potentially hugely profitable vaccine race, it also produces cancer causing glyphosate & cynically chemotherapy drugs to ‘cure’.",0,0,1,0,0,0,0,0,0,0,0,0
My thoughts. Someone is making money to prevent HCQ being used. I say it’s Dr Fauci - Dr Birx - we all saw his article how HCQ worked 15 years ago on Covid - Bill Gates also stands to lose - billions on a vaccine. Our body our choice. Murderers. @drdavidsamadi @realDonaldTrump,0,0,1,0,0,0,0,0,0,0,0,0
"@DPJHodges Another one, these people really are putting all their eggs in the vaccine basket, if that don't come then more lockdowns until we hit herb immunity the hard and long way, meanwhile in Sweden.",0,0,0,0,0,0,0,0,0,1,0,0
"@Bojanglesbanana Oh. So those pastors ARE aware of the fact that fetal tissue is used in many vaccines, including the latest COVID version? Too bad their ""flock"" isn't. Including you...",0,0,0,0,0,0,0,1,0,0,0,0
"@UtdScxtt @eugenegu @Sunpoches @WHO @WHOAFRO @WHOEMRO @WHO_Europe @pahowho @WHOSEARO @WHOWPRO That would confirm that it isn't natural. The big pharmaceutical companies would love it. Vaccine free for workers, offered as a perk for voting for the government, or free when you buy $1000 of Chinese shit",0,0,0,0,1,0,0,0,0,0,0,0
Norway urgently changes coronavirus vaccine guidance after 23 die in days following Pfizer jab Norwegian authorities have reported 23 elderly people have died just days after having the coronavirus vaccine https://t.co/Kq59K0nenc,0,0,0,0,0,0,0,0,1,0,0,0
@janephilpott ya NO way am i taking that vaccine. it was made way to quick and i am a high risk. i don't trust it and i don't trust what they say about covid when they are just guessing and yes people wear your damm mask and keep distance,1,0,0,0,0,0,1,0,0,0,0,0
"*It is known that the British government has granted Pfizer legal protection from prosecution as a result of any damage or side effects as a result of this vaccine, including death .. This is published here in British newspapers:* https://t.co/gfQiQjGwfK.",0,0,0,0,0,0,0,0,1,0,0,0
@dwai_banerjee @venkat_id Is it ethical to use the vaccine in the elderly group without clinical trial evidence. NO . Then why are we using Oxford vaccine in the elderly people? In fact most countries are vaccinating them first.Does Oxford vaccine phase 3 has sufficient elderly individuals in the trial? https://t.co/8f6Y7RB3dY,0,0,0,0,0,0,1,0,0,0,0,0
Pfizer is lying its ass off. Lying. Lying. Lying. Anyone who takes this untested/untrialed vaccine has been lobotomized. How stupid do they think people are? Answer: pretty stupid.,0,0,0,0,0,0,1,0,0,0,0,0
"@phatrick1 @christianllamar @RSBNetwork Another oops, nothing wrong with pumping polyethylene glycol into your arm is there? The Food and Drug Administration (FDA) is investigating allergic reactions to the Pfizer coronavirus vaccine that were reported in multiple states after it began to be administered this week.",0,0,0,0,0,0,0,0,1,0,0,0
@LisaElwan @Janflowe I know a lady https://t.co/k9svujbivQ Guilliane barre straight after the astra-zeneca vaccine!,0,0,0,0,0,0,0,0,1,0,0,0
Im hearing also that introducing a vaccine to this virus could actually make the other viruses in the strain mutate so that the vaccine doesnt work for the other strains. So what that mean...more vaccines!,0,0,0,0,0,0,0,0,0,1,0,0
"@colitist @crabb_vicki @leaderslead1968 @Rick_Pescatore there's been 40 efforts to develop vaccine for SARS, MERS, other corona viruses similar to COVID-19. All 40 failed, conclusion was vaccine would systematically kill people by enhancing immune response to disease in a manner that causes death. are you sure you want to take it?",0,0,0,0,0,0,0,0,1,1,0,0
@RBReich It's time to rage and against the Corrupt Vaccines and Expose the Origin of Covid 19!  https://t.co/Qu6Wzstz3O  https://t.co/xo7pGiwIPJ,0,0,0,1,0,0,0,0,0,0,0,0
@olgakhazan @AdamSerwer No vaccine program that creates and perpetuates racism and medical apartheid is a success. Period. It's not some side issue to give a nod to on the the way to praising the system. It means the system is a failure. Y'all really think dead Black people are no big deal,0,0,0,0,0,0,0,0,1,0,0,0
"Exactly. If, on balance, you don't feel you need or want a vaccine - do not be browbeaten into it. Then we can all just choose the level of risk which suits us rather than risking the tyranny of the majority, as well as potentially causing more harm than good for younger people.",1,0,0,0,0,0,0,0,1,0,0,0
@ee_karms @sbattrawden Don’t get upset people are just frightened. These new variants are casting doubt on the efficacy of vaccines. Many countries are saying our Oxford vaccine isn’t good enough and people are listening. Find out if these people can be referred back to their Gp if they want to risk it,0,0,0,0,0,0,0,0,0,1,0,0
The Therapeutic Goods Administration has confirmed the fatal blood clotting suffered by a 48-year-old Australian woman was likely linked to the AstraZeneca COVID-19 vaccine 💉🇦🇺 #Coronavirus https://t.co/tKLErht5F1,0,0,0,0,0,0,0,0,1,0,0,0
@FireMedic40NJ @HolaFireMedic From a very trusted family member who their job is monitoring new drugs for a career. She told my parents who are 78 she would physically stop them from getting the Pfizer vaccine. To many cut corners,0,0,0,0,0,0,0,0,1,0,0,0
"Denmark will not use AstraZeneca’s COVID-19 vaccine for two weeks after reports some recipients had developed serious blood clots and in one case may have died as a result. They did not say how many reports of blood clots there had been, but Austria has stopped using a batch....",0,0,0,0,0,0,0,0,1,0,0,0
"7 dead! Out of 30 people who suffered blood clots after receiving the Oxford-AstraZeneca vaccine, seven have died: UK Medical Regulator. #COVID19 #vaccine https://t.co/2F0IHSCXJL",0,0,0,0,0,0,0,0,1,0,0,0
"Johnson &Johnson knowingly poisoned people with their baby powder, causing cancer.Their baby food contains lead and other heavy metals known to cause cancer and learning disabilities. I believe in getting vaccinated, but i dont trust this company further then i can throw them.",0,0,1,0,0,0,0,0,0,0,0,0
"The FDA is investigating allergic reactions to the Pfizer vaccine reported in multiple states. I have two daughters who are RN’s, and both of them told me they do not intend to take it. #NorDoI! https://t.co/oZAEzRhZsj",0,0,0,0,0,0,0,0,1,0,0,0
@waynecoughlan @BigBellEnergy @guernseybrock @RebelTeacher_ @BorisJohnson @sajidjavid @nadhimzahawi @Keir_Starmer So there has been 1500 deaths of people who have had the vaccine?,0,0,0,0,0,0,0,0,1,0,0,0
Search Results from the #VAERS Database 1y child had haemolytic anaemia after #Janssen vaccinated mother breastfed. #Breastfeeding #Pediatrics #CovidVaccinesideeffects https://t.co/OkLKE8XL0G,0,0,0,0,0,0,0,0,1,0,0,0
"Take at your own risk, there you go Libtards your fantasy needle (crack pipe). Your desire to remain dumbass you now have a choice Moderna Vaccine White Paper - ""DNA Vaccines Have a Risk of Permanently Changing a Person’s DNA"" https://t.co/Zo4uR6s15e via @wakingtimes",0,0,0,0,0,0,0,0,1,0,0,0
#america #USA #Washington earning your children are NOT SAFE! Trust me they are already doing this in schools in #SouthAfrica with Astra Zeneca nasal flu vax mist and a child died in Beaufort west 1 month ago,0,0,0,0,0,0,0,0,1,0,0,0
🤦🏻‍♀️ 💉 Health care worker in #Alaska experienced serious allergic reaction to Pfizer's coronavirus vaccine 💉🤦🏻‍♀️ #Pfizercoronavirusvaccine https://t.co/SIBwPW1ogK,0,0,0,0,0,0,0,0,1,0,0,0
"@vicrollison @LornaMarkham1 @sallymcmanus Spoiler: A vaccine for COVID will not stop pneumonia, etc, because it's not targeted toward pneumonia, just to COVID. That's how vaccines work. Spoiler 2: AZ is inferior to Pfizer in prevention of asymptomatic COVID. It doesn't do it. Pfizer does.",0,0,0,0,0,0,0,0,1,0,0,0
"@EssDeeDub @yashar My rheumatologist warned against it. I have Lupus. There are no long term studies on what effects the virus does to the body or what the vaccine will do to the body, speaking long term. I’m glad you’re fine. I’ve also been fine since March working with covid patients.",0,0,0,0,0,0,0,0,1,0,0,0
Facebook: Take Down Stop Mandatory Vaccinations - Sign the Petition! https://t.co/HTuSsl0dUS via @Change #VaccinesWork,0,1,0,0,0,0,0,0,0,0,0,0
